employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-14164775,Trisha,Bhattacharyya,Male,West Bengal,Howrah,2024-09-04,IT,System Administrator,Master,68760,Good,Yes,1999-06-09,2025-03-03
00-12735359,Prerak,Buch,Female,West Bengal,Howrah,2021-10-15,Customer Service,Customer Service Manager,Bachelor,68028,Needs Improvement,No,1962-07-03,2022-04-13
00-73560289,Ahana ,Majumdar,Female,West Bengal,Howrah,2022-10-02,Sales,Sales Representative,Bachelor,67914,Good,No,1974-03-17,2023-03-31
00-72415804,Aaryahi,Mand,Male,West Bengal,Kolkata,2022-01-04,Sales,Sales Representative,Bachelor,67223,Satisfactory,Yes,1976-02-29,2022-07-03
00-91321540,Faiyaz,Barad,Male,Madhya Pradesh,Indore,2021-12-09,IT,Software Developer,Bachelor,88850,Good,Yes,1981-12-08,2022-06-07
00-25372341,Prisha,Zacharia,Male,West Bengal,Durgapur,2023-02-27,Marketing,SEO Specialist,Bachelor,71279,Satisfactory,No,1982-07-25,2023-08-26
00-24508768,Inaaya ,Badami,Male,West Bengal,Howrah,2020-11-20,Operations,Logistics Coordinator,Bachelor,64986,Satisfactory,No,1993-11-05,2021-05-19
00-60372847,Tushar,Manne,Male,West Bengal,Kolkata,2019-08-03,IT,Software Developer,Bachelor,98674,Good,No,1972-06-12,2022-06-08
00-20200074,Hunar,Kale,Male,Madhya Pradesh,Indore,2020-02-19,Sales,Sales Representative,Bachelor,86132,Satisfactory,No,1975-08-28,2020-08-17
00-23676961,Arnav,Dube,Female,West Bengal,Durgapur,2022-05-22,Finance,Financial Analyst,Bachelor,93239,Good,No,1975-09-19,2022-11-18
00-90585882,Yashvi,Vasa,Female,West Bengal,Kolkata,2023-01-16,Marketing,SEO Specialist,Bachelor,82358,Good,No,1997-06-02,2023-07-15
00-15512205,Taimur,Cheema,Female,West Bengal,Kolkata,2018-09-22,Marketing,Content Creator,Bachelor,62828,Excellent,No,1963-01-17,2021-08-07
00-59737181,Nishith,Sama,Male,West Bengal,Durgapur,2016-02-09,Sales,Sales Representative,Bachelor,79932,Satisfactory,Yes,1976-11-22,2021-05-12
00-11698142,Sumer,Sridhar,Male,West Bengal,Durgapur,2023-08-06,Sales,Sales Specialist,PhD,73801,Satisfactory,No,1986-12-10,2024-02-02
00-68186525,Yuvraj ,Rao,Male,West Bengal,Howrah,2024-10-18,Customer Service,Help Desk Technician,Bachelor,77646,Satisfactory,Yes,1988-11-18,2025-04-16
00-71705170,Indrans,Dani,Male,Karnataka,Mangalore,2022-12-02,Customer Service,Customer Service Representative,High School,63869,Excellent,No,1967-12-22,2023-05-31
00-80027662,Ishaan,Sura,Male,West Bengal,Kolkata,2024-11-10,IT,System Administrator,Master,89155,Satisfactory,No,1998-09-04,2025-05-09
00-82232344,Jayesh,Wadhwa,Male,West Bengal,Durgapur,2023-06-10,Operations,Inventory Specialist,Bachelor,66658,Good,Yes,1983-01-15,2023-12-07
00-89520597,Anay,Chakraborty,Female,West Bengal,Howrah,2017-10-14,Sales,Sales Consultant,Master,96595,Good,No,1992-04-13,2019-06-14
00-21631697,Shamik,Srinivas,Female,Uttar Pradesh,Lucknow,2017-12-28,Customer Service,Help Desk Technician,High School,79458,Needs Improvement,No,1968-03-01,2018-06-26
00-72372114,Zain,Suresh,Male,Karnataka,Mangalore,2020-09-17,Sales,Sales Manager,Master,114296,Good,No,1994-08-31,2021-03-16
00-55150390,Sara,Tak,Female,West Bengal,Howrah,2015-04-07,Sales,Sales Consultant,Bachelor,70586,Good,No,1997-06-30,2018-09-03
00-75437844,Priyansh,Buch,Male,West Bengal,Howrah,2017-11-02,Customer Service,Customer Service Representative,Bachelor,70142,Satisfactory,No,1996-06-16,2018-05-01
00-47535126,Rati,Bhagat,Male,Madhya Pradesh,Bhopal,2023-05-29,IT,IT Support Specialist,High School,56810,Good,Yes,1999-02-14,2023-11-25
00-84597009,Armaan,Varughese,Male,West Bengal,Kolkata,2015-07-02,Sales,Sales Consultant,Master,67973,Good,No,1999-12-12,2020-06-11
00-42394260,Madhup,Chaudhry,Female,West Bengal,Howrah,2022-11-14,Operations,Inventory Specialist,Bachelor,67587,Needs Improvement,No,1959-10-04,2023-05-13
00-42255732,Amira,Gill,Female,Uttar Pradesh,Lucknow,2022-04-29,Finance,Accountant,Bachelor,62457,Good,Yes,1985-11-14,2022-10-26
00-75876924,Yashvi,Viswanathan,Male,West Bengal,Durgapur,2019-03-30,IT,Software Developer,Bachelor,91287,Good,No,1997-04-19,2019-09-26
00-49491631,Mamooty,Arora,Female,West Bengal,Durgapur,2017-09-14,Customer Service,Support Specialist,Bachelor,62124,Good,Yes,1997-07-20,2023-12-12
00-51098277,Kartik,Iyengar,Female,Madhya Pradesh,Bhopal,2022-05-08,Marketing,Content Creator,Bachelor,57381,Satisfactory,No,1973-02-13,2022-11-04
00-84285882,Ranbir,Venkatesh,Female,Rajasthan,Jaipur,2020-01-27,Sales,Sales Representative,Bachelor,63158,Satisfactory,Yes,1995-07-14,2020-07-25
00-83871890,Trisha,Dewan,Female,Madhya Pradesh,Indore,2018-05-17,Sales,Sales Specialist,PhD,75651,Good,Yes,1964-03-25,2020-01-29
00-46361787,Nayantara,Kumar,Female,West Bengal,Howrah,2018-06-05,Customer Service,Customer Service Representative,Bachelor,59142,Good,No,1979-02-18,2018-12-02
00-35848226,Parinaaz,Upadhyay,Male,West Bengal,Howrah,2018-07-28,Sales,Sales Consultant,Bachelor,103059,Good,Yes,1976-03-03,2019-01-24
00-34850391,Shalv,Atwal,Female,West Bengal,Durgapur,2017-02-14,Marketing,Marketing Coordinator,Bachelor,52578,Satisfactory,No,2002-12-16,2024-12-23
00-47111151,Pranay,Chakraborty,Female,Rajasthan,Jaipur,2022-08-14,Sales,Sales Representative,Bachelor,56906,Good,No,1977-12-29,2023-02-10
00-47983442,Prerak,Bahl,Female,West Bengal,Howrah,2024-02-12,IT,System Administrator,Master,75188,Excellent,No,1990-02-12,2024-08-10
00-40532273,Kimaya,Kalla,Female,Uttar Pradesh,Lucknow,2018-05-15,Sales,Sales Consultant,Master,89699,Satisfactory,No,1972-01-12,2018-11-11
00-81690398,Samiha,Srivastava,Female,West Bengal,Howrah,2016-05-01,Customer Service,Customer Service Representative,Bachelor,60135,Good,No,1981-12-28,2016-10-28
00-84270583,Adira,Raman,Female,West Bengal,Durgapur,2017-07-18,Customer Service,Help Desk Technician,Bachelor,78862,Good,Yes,1973-11-16,2024-11-08
00-75884623,Farhan,Hans,Male,West Bengal,Howrah,2016-12-15,Operations,Inventory Specialist,Bachelor,65155,Good,No,1998-01-16,2019-01-27
00-48163378,Kashvi,Chandran,Female,West Bengal,Durgapur,2019-04-09,Operations,Inventory Specialist,High School,66676,Satisfactory,No,1971-08-17,2022-03-29
00-34744872,Azad,Sathe,Male,West Bengal,Durgapur,2024-06-18,IT,Software Developer,Master,97562,Satisfactory,No,1995-05-18,2024-12-15
00-74119726,Aarav,Lad,Male,Karnataka,Bengaluru,2016-12-25,Marketing,Marketing Coordinator,Bachelor,76349,Good,No,1973-02-17,2023-10-23
00-76001106,Zara,Luthra,Male,Tamil Nadu,Tiruchirappalli,2016-09-23,Sales,Sales Representative,Bachelor,69317,Satisfactory,No,1963-01-29,2017-03-22
00-17195288,Saira,Shanker,Male,West Bengal,Durgapur,2017-10-14,Finance,Accountant,Bachelor,66816,Satisfactory,No,2002-06-10,2018-12-19
00-21432787,Oorja,Chaudhari,Female,West Bengal,Kolkata,2024-05-21,Marketing,Content Creator,High School,54615,Good,No,1969-12-06,2024-11-17
00-65857931,Adah,Banerjee,Female,West Bengal,Howrah,2021-09-15,Customer Service,Support Specialist,Bachelor,57850,Satisfactory,No,1990-01-02,2022-03-14
00-80138498,Shalv,Ratta,Female,West Bengal,Kolkata,2018-05-02,Customer Service,Help Desk Technician,High School,81881,Good,No,1966-12-30,2018-10-29
00-88990506,Nitara,Vala,Male,West Bengal,Durgapur,2024-02-18,Sales,Sales Representative,Bachelor,73948,Good,Yes,1966-03-26,2024-08-16
00-93352876,Saira,Yogi,Male,Karnataka,Bengaluru,2016-04-26,Operations,Logistics Coordinator,Bachelor,60194,Excellent,Yes,1991-05-14,2016-10-23
00-37888820,Dishani,Dubey,Male,West Bengal,Kolkata,2021-09-16,Customer Service,Help Desk Technician,High School,67278,Good,No,1983-08-18,2022-03-15
00-20896797,Yuvraj ,Gade,Male,West Bengal,Howrah,2017-06-06,IT,System Administrator,Master,88502,Satisfactory,No,1973-05-11,2021-08-28
00-20075036,Rasha,Divan,Male,Tamil Nadu,Chennai,2017-08-04,Finance,Accounts Payable Specialist,Bachelor,64488,Good,No,1981-05-09,2018-01-31
00-89699989,Gokul,Char,Female,West Bengal,Durgapur,2019-06-13,Finance,Accountant,Bachelor,83791,Satisfactory,No,1987-08-09,2019-12-10
00-48668783,Nitya,Gupta,Male,West Bengal,Durgapur,2022-09-21,Customer Service,Help Desk Technician,Bachelor,61549,Excellent,No,1973-10-22,2023-03-20
00-70939053,Siya,Zacharia,Female,West Bengal,Durgapur,2016-03-08,Operations,Inventory Specialist,High School,59300,Needs Improvement,No,1984-01-06,2024-04-01
00-93893865,Mannat,Mane,Female,West Bengal,Howrah,2020-04-26,Operations,Inventory Specialist,Bachelor,54738,Excellent,Yes,1986-01-30,2022-07-23
00-25405014,Yuvaan,Mahal,Male,West Bengal,Kolkata,2020-11-19,Sales,Sales Representative,Bachelor,81234,Good,Yes,1991-09-04,2022-07-22
00-45652586,Aarav,Doshi,Male,West Bengal,Durgapur,2023-04-22,Operations,Inventory Specialist,High School,64149,Good,Yes,1979-12-28,2023-10-19
00-32269779,Lakshay,Kale,Female,Madhya Pradesh,Gwalior,2023-11-02,Operations,Inventory Specialist,Bachelor,65386,Good,Yes,1970-04-07,2024-04-30
00-86397676,Kavya,Raman,Male,West Bengal,Kolkata,2024-09-11,Marketing,Marketing Coordinator,Bachelor,74188,Good,No,1960-07-04,2025-03-10
00-72907576,Samarth,Kaul,Female,West Bengal,Howrah,2022-06-21,Finance,Financial Analyst,PhD,99566,Needs Improvement,Yes,1997-04-23,2022-12-18
00-46540265,Ahana ,Sandal,Female,West Bengal,Howrah,2020-03-23,IT,IT Support Specialist,High School,55338,Satisfactory,No,1995-02-24,2021-06-15
00-20796722,Diya,Khalsa,Female,West Bengal,Kolkata,2020-11-04,Operations,Operations Analyst,Bachelor,69607,Excellent,No,1996-01-12,2021-09-18
00-53261270,Yashvi,Shah,Female,Madhya Pradesh,Bhopal,2021-03-07,IT,Software Developer,Bachelor,97544,Satisfactory,No,1993-10-21,2021-09-03
00-40725714,Nirvi,Basak,Male,West Bengal,Durgapur,2024-04-20,IT,System Administrator,Master,67583,Good,No,1962-03-11,2024-10-17
00-12784407,Drishya,Saini,Female,West Bengal,Howrah,2024-09-02,Operations,Operations Analyst,Bachelor,70622,Satisfactory,Yes,1978-01-09,2025-03-01
00-46173157,Miraya,Ganesh,Female,West Bengal,Kolkata,2020-02-06,Customer Service,Customer Service Representative,High School,57262,Satisfactory,No,1991-06-21,2020-08-04
00-79654147,Suhana,Dalal,Female,West Bengal,Howrah,2022-09-19,Operations,Logistics Coordinator,Bachelor,61560,Satisfactory,No,1976-11-21,2023-03-18
00-88561612,Sahil,Chowdhury,Female,West Bengal,Durgapur,2019-11-10,Customer Service,Support Specialist,High School,58510,Satisfactory,No,1990-02-24,2020-05-08
00-73083727,Kiaan,Borah,Male,West Bengal,Durgapur,2018-01-10,Operations,Logistics Coordinator,Bachelor,63835,Satisfactory,Yes,1980-08-31,2021-06-13
00-99943797,Azad,Das,Female,West Bengal,Kolkata,2016-07-03,Operations,Inventory Specialist,Bachelor,56338,Satisfactory,No,1963-03-11,2023-06-26
00-65250068,Manjari,Varghese,Male,West Bengal,Kolkata,2022-10-26,Customer Service,Help Desk Technician,Bachelor,76355,Good,No,1981-02-17,2023-04-24
00-63747791,Devansh,Kari,Female,West Bengal,Kolkata,2023-06-10,Sales,Sales Representative,Bachelor,60230,Good,Yes,1996-04-22,2023-12-07
00-71045700,Mohanlal,Mani,Male,West Bengal,Howrah,2016-03-16,Operations,Inventory Specialist,High School,63669,Satisfactory,Yes,1993-09-20,2019-10-29
00-25558733,Saanvi,Sarin,Male,West Bengal,Durgapur,2024-05-29,Customer Service,Support Specialist,High School,62842,Excellent,No,1990-11-10,2024-11-25
00-79067939,Bhamini,Iyengar,Male,West Bengal,Kolkata,2023-04-05,Customer Service,Customer Service Representative,Bachelor,63305,Good,No,1996-07-10,2023-10-02
00-82825679,Hunar,Sagar,Male,West Bengal,Durgapur,2019-09-25,Sales,Sales Specialist,Master,67937,Excellent,No,1996-03-16,2020-03-23
00-79583757,Aarush,Warrior,Male,West Bengal,Howrah,2018-10-19,Sales,Sales Representative,Bachelor,78485,Good,No,1985-10-02,2024-04-26
00-69329732,Trisha,Wali,Female,West Bengal,Durgapur,2022-02-11,Sales,Sales Representative,Bachelor,67486,Good,No,1990-05-28,2023-08-22
00-83715012,Vanya,Kala,Female,West Bengal,Howrah,2017-03-26,Customer Service,Help Desk Technician,Bachelor,81348,Good,No,1969-07-01,2020-10-19
00-75056916,Jayesh,Suri,Male,Delhi,Delhi,2016-09-27,Operations,Logistics Coordinator,Bachelor,60946,Good,No,2000-03-03,2021-04-11
00-42117961,Ela,Kata,Male,West Bengal,Howrah,2022-01-20,Sales,Sales Representative,Bachelor,86349,Excellent,No,1974-06-02,2022-07-19
00-11835355,Ivana,Dash,Female,Maharashtra,Mumbai,2020-12-22,Sales,Sales Representative,Bachelor,59853,Good,No,1977-05-23,2023-07-03
00-25228493,Gatik,Kari,Female,West Bengal,Howrah,2019-02-21,IT,Software Developer,Master,91412,Needs Improvement,No,1969-11-06,2021-09-08
00-30665654,Zaina,Kata,Male,West Bengal,Kolkata,2020-09-16,Customer Service,Support Specialist,Bachelor,72267,Good,No,1978-04-09,2021-03-15
00-78299645,Eva,Mammen,Female,West Bengal,Howrah,2022-08-20,Sales,Sales Representative,Bachelor,66622,Satisfactory,No,1993-11-18,2023-02-16
00-74759996,Samar,Shroff,Male,Karnataka,Bengaluru,2024-12-12,Customer Service,Customer Service Representative,Bachelor,66237,Needs Improvement,No,1973-11-14,2025-06-10
00-83989546,Ahana ,Ramesh,Male,Uttar Pradesh,Noida,2017-11-13,Marketing,Content Creator,Bachelor,68949,Good,Yes,1964-03-28,2019-02-04
00-78214937,Saira,Walla,Male,Madhya Pradesh,Indore,2022-07-16,Customer Service,Customer Service Representative,Bachelor,68497,Satisfactory,Yes,1982-02-15,2024-10-15
00-19369750,Aaryahi,Thakur,Male,West Bengal,Howrah,2017-12-19,Customer Service,Customer Service Representative,Bachelor,71027,Good,No,1974-10-26,2018-06-17
00-78147397,Ira,Kapoor,Female,West Bengal,Durgapur,2017-12-15,Customer Service,Customer Service Representative,High School,56646,Excellent,No,1998-03-13,2018-06-13
00-50071487,Indranil,Sharaf,Male,West Bengal,Durgapur,2023-12-01,Marketing,Marketing Coordinator,Bachelor,77284,Excellent,No,1995-12-14,2024-05-29
00-75718414,Anika,Kar,Male,West Bengal,Durgapur,2023-04-11,Operations,Inventory Specialist,High School,57376,Good,No,1961-01-27,2023-10-08
00-75007200,Suhana,Dasgupta,Female,West Bengal,Durgapur,2018-11-23,Operations,Logistics Coordinator,Bachelor,55646,Excellent,No,1992-07-04,2019-05-22
00-82937948,Navya,Devi,Male,Delhi,Delhi,2018-10-25,Sales,Sales Representative,Bachelor,77646,Good,Yes,1975-07-01,2021-12-16
00-35320492,Vanya,Lad,Female,West Bengal,Kolkata,2024-07-07,Operations,Logistics Coordinator,Bachelor,54622,Satisfactory,No,1985-03-08,2025-01-03
00-61401477,Mishti,Dar,Female,Madhya Pradesh,Bhopal,2017-04-17,Finance,Accounts Payable Specialist,Bachelor,63461,Needs Improvement,Yes,1986-08-07,2020-02-07
00-52704903,Advika,Barad,Male,West Bengal,Howrah,2022-10-05,Customer Service,Help Desk Technician,Bachelor,65918,Good,No,1982-08-24,2023-04-03
00-61167978,Reyansh,Dalal,Female,West Bengal,Durgapur,2018-04-16,Sales,Sales Specialist,PhD,96830,Good,No,1982-10-06,2018-10-13
00-97512508,Shamik,Dutta,Female,West Bengal,Howrah,2024-12-12,Finance,Accountant,Bachelor,85068,Excellent,No,1976-06-03,2025-06-10
00-26944487,Hrishita,Baria,Female,West Bengal,Kolkata,2020-02-23,Operations,Operations Analyst,Master,87072,Good,No,1983-01-16,2021-04-21
00-23470708,Indrajit,D’Alia,Male,West Bengal,Kolkata,2023-05-29,Sales,Sales Specialist,Bachelor,75339,Good,No,1986-08-27,2023-11-25
00-80591959,Rania,Bose,Female,West Bengal,Durgapur,2024-10-01,Operations,Logistics Coordinator,Bachelor,56658,Good,No,2000-04-17,2025-03-30
00-29348212,Lakshit,Balay,Male,Delhi,New Delhi,2019-06-11,Customer Service,Support Specialist,Bachelor,70829,Good,No,1973-04-05,2019-12-08
00-20043277,Yuvraj ,Gandhi,Female,Rajasthan,Udaipur,2019-07-30,Sales,Sales Consultant,Master,87451,Good,No,1980-10-31,2021-04-22
00-93652460,Anahita,Johal,Female,Karnataka,Mangalore,2022-01-25,Customer Service,Help Desk Technician,High School,56096,Good,No,1991-05-17,2022-07-24
00-54099326,Lagan,Thaman,Male,West Bengal,Kolkata,2023-06-13,IT,IT Support Specialist,High School,64647,Satisfactory,Yes,1978-11-12,2023-12-10
00-52501540,Vidur,Zachariah,Male,Tamil Nadu,Tiruchirappalli,2021-10-26,Customer Service,Customer Service Representative,High School,59861,Good,No,1980-10-02,2022-04-24
00-82613940,Keya,Sarin,Female,West Bengal,Howrah,2015-01-08,Sales,Sales Representative,Bachelor,74149,Satisfactory,No,1989-09-25,2021-03-17
00-94712997,Tarini,Mani,Female,West Bengal,Durgapur,2022-05-28,Customer Service,Help Desk Technician,Bachelor,64185,Needs Improvement,No,1988-08-29,2023-07-01
00-22130508,Anvi,Aggarwal,Female,West Bengal,Kolkata,2019-05-17,Customer Service,Help Desk Technician,Bachelor,79044,Excellent,Yes,1983-06-17,2022-07-21
00-95060193,Rohan,Shetty,Male,West Bengal,Durgapur,2022-06-01,Operations,Inventory Specialist,Bachelor,59521,Good,No,1971-01-09,2022-11-28
00-32329103,Aaina,Luthra,Female,West Bengal,Durgapur,2022-10-18,Customer Service,Support Specialist,Bachelor,62396,Good,No,1971-11-19,2023-04-16
00-53536830,Sara,Mahajan,Male,Maharashtra,Pune,2023-11-07,Customer Service,Help Desk Technician,High School,71210,Satisfactory,Yes,1978-12-15,2024-05-05
00-60310319,Lavanya,Yadav,Female,West Bengal,Durgapur,2019-03-27,Operations,Logistics Coordinator,Bachelor,58231,Satisfactory,No,1966-02-05,2019-09-23
00-65304649,Aradhya,Choudhary,Male,West Bengal,Durgapur,2020-04-15,Marketing,Marketing Coordinator,Bachelor,78937,Satisfactory,Yes,1984-11-20,2020-10-12
00-33497411,Adira,Kibe,Male,West Bengal,Durgapur,2016-01-12,Marketing,Marketing Manager,Master,91219,Excellent,Yes,1991-09-04,2020-03-23
00-42323627,Vidur,Ganguly,Male,West Bengal,Kolkata,2020-09-16,Customer Service,Customer Service Representative,Bachelor,70722,Needs Improvement,No,1986-08-13,2023-07-06
00-41163805,Parinaaz,Sur,Female,West Bengal,Kolkata,2019-06-07,Sales,Sales Representative,Bachelor,64471,Satisfactory,No,1966-11-04,2019-12-04
00-44269370,Samaira,Butala,Male,West Bengal,Howrah,2022-11-23,Operations,Logistics Coordinator,Bachelor,64429,Good,No,1981-05-06,2023-05-30
00-83363160,Anahita,Bhatt,Female,West Bengal,Durgapur,2017-08-30,Operations,Inventory Specialist,Bachelor,59142,Satisfactory,Yes,1979-05-02,2022-03-24
00-88862539,Hazel,Arya,Male,Karnataka,Bengaluru,2017-12-19,Customer Service,Customer Service Representative,High School,61658,Satisfactory,No,1981-02-12,2020-04-15
00-43567615,Vihaan,Rajagopalan,Female,West Bengal,Howrah,2019-08-08,Sales,Sales Representative,Bachelor,61545,Needs Improvement,No,2000-10-12,2020-02-04
00-61632653,Nitara,Arya,Female,West Bengal,Durgapur,2023-02-02,Marketing,SEO Specialist,High School,78489,Needs Improvement,No,1960-08-31,2024-01-16
00-61185849,Nayantara,Kala,Female,West Bengal,Kolkata,2020-02-22,Sales,Sales Representative,Bachelor,70273,Excellent,No,1993-02-22,2020-08-20
00-49625201,Anahi,Chand,Male,West Bengal,Kolkata,2015-01-20,Operations,Operations Analyst,Bachelor,71564,Good,Yes,1974-09-23,2021-10-06
00-46840133,Pranay,Gupta,Female,Uttar Pradesh,Noida,2015-05-08,Operations,Logistics Coordinator,Bachelor,54904,Excellent,No,1976-02-21,2024-01-22
00-16582607,Lakshit,Karan,Male,Uttar Pradesh,Lucknow,2024-05-06,Sales,Sales Representative,Bachelor,66431,Good,No,1987-08-10,2024-11-02
00-48412328,Shayak,Sidhu,Female,West Bengal,Kolkata,2023-12-08,Sales,Sales Representative,Bachelor,66810,Satisfactory,Yes,1968-03-11,2024-06-05
00-57287718,Vaibhav,Dewan,Male,West Bengal,Kolkata,2017-10-20,IT,System Administrator,Master,93698,Good,No,1976-01-12,2018-04-18
00-43638559,Aaina,Date,Male,West Bengal,Howrah,2022-11-21,Customer Service,Support Specialist,Bachelor,63082,Good,No,1988-04-02,2023-05-20
00-98473848,Dhanush,Keer,Male,West Bengal,Howrah,2022-01-08,Sales,Sales Consultant,Master,95920,Excellent,No,1978-01-29,2022-09-18
00-23041121,Siya,Madan,Male,Madhya Pradesh,Indore,2023-01-21,Operations,Logistics Coordinator,Bachelor,61886,Good,No,1991-05-14,2023-07-20
00-51464269,Stuvan,Choudhury,Male,West Bengal,Howrah,2023-09-10,Operations,Inventory Specialist,Bachelor,66688,Good,No,1987-10-02,2024-03-08
00-58970845,Darshit,Sridhar,Male,West Bengal,Howrah,2022-09-11,Operations,Inventory Specialist,Bachelor,70209,Good,Yes,1986-04-22,2023-03-10
00-53851498,Arnav,Shroff,Female,West Bengal,Durgapur,2022-01-13,Operations,Logistics Coordinator,Bachelor,57207,Excellent,No,1988-11-18,2022-07-12
00-27738187,Nishith,Chaudhry,Male,West Bengal,Kolkata,2023-11-22,Operations,Logistics Coordinator,Bachelor,62516,Satisfactory,No,2001-05-08,2024-11-17
00-77349752,Akarsh,Rastogi,Male,West Bengal,Howrah,2024-02-29,Sales,Sales Specialist,Master,55958,Good,No,1983-05-22,2024-08-27
00-74672520,Nakul,Bhatnagar,Female,Rajasthan,Jaipur,2024-07-02,Operations,Logistics Coordinator,Bachelor,63380,Good,Yes,1975-09-14,2024-12-29
00-55461591,Oorja,Bhandari,Male,Madhya Pradesh,Bhopal,2023-08-08,Customer Service,Support Specialist,Bachelor,74402,Excellent,Yes,1960-05-21,2024-02-04
00-28892086,Madhav,Kaul,Female,West Bengal,Kolkata,2022-09-29,Operations,Inventory Specialist,High School,59284,Excellent,No,1993-09-03,2023-03-28
